cluster,totalSteps,restingHeartRate,sleepTimeSeconds,awakeSleepSeconds,avgSleepStress
0,5335.791183294664,75.33642691415314,27130.204176334108,1079.0255220417635,35.225058004640374
1,4937.2885906040265,71.14362416107383,30750.43489932886,666.2013422818792,20.951677852348993
