Date,distance,duration,elapsedDuration,movingDuration,elevationGain,elevationLoss,averageSpeed,maxSpeed,calories,bmrCalories,averageHR,maxHR,ActivitySteps,aerobicTrainingEffect,anaerobicTrainingEffect,locationName,lapCount,waterEstimated,trainingEffectLabel,activityTrainingLoad,minActivityLapDuration,aerobicTrainingEffectMessage,anaerobicTrainingEffectMessage,moderateIntensityMinutes_x,vigorousIntensityMinutes_x,hrTimeInZone_1,hrTimeInZone_2,hrTimeInZone_3,hrTimeInZone_4,hrTimeInZone_5,maxRunningCadenceInStepsPerMinute,vO2MaxValue,maxDoubleCadence,totalSets,activeSets,totalReps,typeKey_clean,avgSleepStress,sleepScoreFeedback,awakeSleepSeconds,awakeCount,sleepScoreInsight,remSleepSeconds,deepSleepSeconds,averageRespirationValue,ageGroup,lightSleepSeconds,sleepTimeSeconds,charged,drained,steps_y,pushes,totalKilocalories,activeKilocalories,bmrKilocalories,wellnessKilocalories,remainingKilocalories,totalSteps,netCalorieGoal,totalDistanceMeters,wellnessDistanceMeters,wellnessActiveKilocalories,netRemainingKilocalories,dailyStepGoal,highlyActiveSeconds,activeSeconds,sedentarySeconds,sleepingSeconds,includesWellnessData,includesActivityData,includesCalorieConsumedData,moderateIntensityMinutes_y,vigorousIntensityMinutes_y,floorsAscendedInMeters,floorsDescendedInMeters,floorsAscended,floorsDescended,intensityMinutesGoal,userFloorsAscendedGoal,minHeartRate,maxHeartRate,restingHeartRate,lastSevenDaysAvgRestingHeartRate,averageStressLevel,maxStressLevel,stressDuration,restStressDuration,activityStressDuration,uncategorizedStressDuration,totalStressDuration,lowStressDuration,mediumStressDuration,highStressDuration,stressPercentage,restStressPercentage,activityStressPercentage,uncategorizedStressPercentage,lowStressPercentage,mediumStressPercentage,highStressPercentage,stressQualifier,measurableAwakeDuration,measurableAsleepDuration,minAvgHeartRate,maxAvgHeartRate,bodyBatteryChargedValue,bodyBatteryDrainedValue,bodyBatteryHighestValue,bodyBatteryLowestValue,bodyBatteryMostRecentValue,bodyBatteryDuringSleep,averageMonitoringEnvironmentAltitude,restingCaloriesFromActivity,avgWakingRespirationValue,highestRespirationValue,lowestRespirationValue,ActivityStartHour,ActivityPerformedToday,activityType,workout_date,last_workout_date,daysSinceLastWorkout,sleepTimeHours,deepSleepHours,remSleepHours,lightSleepHours,awakeSleepHours,deepSleepPercentage,remSleepPercentage,lightSleepPercentage,awakeSleepPercentage,day_of_week,is_weekend,month,day_of_year
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,16.0,POSITIVE_LONG_AND_CALM,1140,1.0,NONE,9360,5340,16.0,ADULT,14460,29213,60,62,0.0,0.0,2478.0,492.0,1986.0,2478.0,2478.0,4230.0,1250.0,3137.0,3137.0,492.0,1742.0,9450.0,1159.0,5995.0,50873.0,28373.0,True,False,False,7.0,0.0,14.457,14.483,4.74311,4.75164,150.0,10.0,70,129,72,76,34,94,43980,34260,7260,900,86400,26940,12960,4080,50.9,39.65,8.4,1.04,31.18,15.0,4.72,STRESSFUL,57120,28380,71,125,60,62,74,12,27,65,230.0,0.0,14.0,21.0,10.0,0,False,No Activity,,2024-03-03,1.0,8.114722222222222,1.4833333333333334,2.6,4.016666666666667,0.31666666666666665,18.27953308458563,32.04052990107144,49.49851093691165,3.9023722315407525,Monday,0,3,64
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,16.0,POSITIVE_LONG_AND_CALM,1140,1.0,NONE,9360,5340,16.0,ADULT,14460,29213,60,62,0.0,0.0,2478.0,492.0,1986.0,2478.0,2478.0,4230.0,1250.0,3137.0,3137.0,492.0,1742.0,9450.0,1159.0,5995.0,50873.0,28373.0,True,False,False,7.0,0.0,14.457,14.483,4.74311,4.75164,150.0,10.0,70,129,72,76,34,94,43980,34260,7260,900,86400,26940,12960,4080,50.9,39.65,8.4,1.04,31.18,15.0,4.72,STRESSFUL,57120,28380,71,125,60,62,74,12,27,65,230.0,0.0,14.0,21.0,10.0,0,False,No Activity,,2024-03-03,1.0,8.114722222222222,1.4833333333333334,2.6,4.016666666666667,0.31666666666666665,18.27953308458563,32.04052990107144,49.49851093691165,3.9023722315407525,Monday,0,3,64
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,25.0,POSITIVE_LONG_AND_DEEP,300,0.0,NONE,7200,5640,15.0,ADULT,15240,28080,59,53,0.0,0.0,2178.0,192.0,1986.0,2178.0,2178.0,1820.0,1250.0,1350.0,1350.0,192.0,1442.0,8930.0,225.0,2631.0,56004.0,27540.0,True,False,False,0.0,0.0,11.548,2.13,3.78871,0.69882,150.0,10.0,68,131,72,75,29,88,37260,44460,3960,720,86400,28560,8280,420,43.12,51.46,4.58,0.83,33.06,9.58,0.49,BALANCED,58080,27600,70,128,59,53,72,22,33,57,230.0,0.0,14.0,21.0,10.0,0,False,No Activity,,2024-03-03,2.0,7.8,1.5666666666666667,2.0,4.233333333333333,0.08333333333333333,20.085470085470085,25.64102564102564,54.27350427350427,1.0683760683760684,Tuesday,0,3,65
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,25.0,POSITIVE_LONG_AND_DEEP,300,0.0,NONE,7200,5640,15.0,ADULT,15240,28080,59,53,0.0,0.0,2178.0,192.0,1986.0,2178.0,2178.0,1820.0,1250.0,1350.0,1350.0,192.0,1442.0,8930.0,225.0,2631.0,56004.0,27540.0,True,False,False,0.0,0.0,11.548,2.13,3.78871,0.69882,150.0,10.0,68,131,72,75,29,88,37260,44460,3960,720,86400,28560,8280,420,43.12,51.46,4.58,0.83,33.06,9.58,0.49,BALANCED,58080,27600,70,128,59,53,72,22,33,57,230.0,0.0,14.0,21.0,10.0,0,False,No Activity,,2024-03-03,2.0,7.8,1.5666666666666667,2.0,4.233333333333333,0.08333333333333333,20.085470085470085,25.64102564102564,54.27350427350427,1.0683760683760684,Tuesday,0,3,65
2024-03-06,5015.3701171875,2230.0,2230.0,2229.2000122070312,45.69999998807907,40.519999980926514,2.249000072479248,2.444999933242798,373.0,51.0,165.0,183.0,6576.0,3.5999999046325684,0.0,Spring Hill,4.0,477.0,LACTATE_THRESHOLD,112.92924499511719,77.1969985961914,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,188.0,38.0,188.0,0.0,0.0,0.0,running,19.0,POSITIVE_LONG_AND_CALM,2580,2.0,NONE,6420,5100,15.0,ADULT,19680,31246,47,30,0.0,0.0,2472.0,486.0,1986.0,2472.0,2472.0,9945.0,1250.0,7507.0,7507.0,486.0,1736.0,7510.0,3476.0,3029.0,45409.0,34486.0,True,True,False,5.0,38.0,53.624,53.016,17.59318,17.3937,150.0,10.0,66,178,71,74,24,89,11880,27540,4620,60,44100,9780,1740,360,26.94,62.45,10.48,0.14,22.18,3.95,0.82,UNKNOWN,16620,27420,67,177,47,30,80,33,50,43,232.0,51.0,14.0,19.0,12.0,11,True,Running,2024-03-06,2024-03-06,0.0,8.679444444444444,1.4166666666666667,1.7833333333333334,5.466666666666667,0.7166666666666667,16.32208922742111,20.546629968635983,62.98406195993087,8.25705690328362,Wednesday,0,3,66
2024-03-06,5015.3701171875,2230.0,2230.0,2229.2000122070312,45.69999998807907,40.519999980926514,2.249000072479248,2.444999933242798,373.0,51.0,165.0,183.0,6576.0,3.5999999046325684,0.0,Spring Hill,4.0,477.0,LACTATE_THRESHOLD,112.92924499511719,77.1969985961914,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,188.0,38.0,188.0,0.0,0.0,0.0,running,19.0,POSITIVE_LONG_AND_CALM,2580,2.0,NONE,6420,5100,15.0,ADULT,19680,31246,47,30,0.0,0.0,2472.0,486.0,1986.0,2472.0,2472.0,9945.0,1250.0,7507.0,7507.0,486.0,1736.0,7510.0,3476.0,3029.0,45409.0,34486.0,True,True,False,5.0,38.0,53.624,53.016,17.59318,17.3937,150.0,10.0,66,178,71,74,24,89,11880,27540,4620,60,44100,9780,1740,360,26.94,62.45,10.48,0.14,22.18,3.95,0.82,UNKNOWN,16620,27420,67,177,47,30,80,33,50,43,232.0,51.0,14.0,19.0,12.0,11,True,Running,2024-03-06,2024-03-06,0.0,8.679444444444444,1.4166666666666667,1.7833333333333334,5.466666666666667,0.7166666666666667,16.32208922742111,20.546629968635983,62.98406195993087,8.25705690328362,Wednesday,0,3,66
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,23.0,POSITIVE_LONG_AND_DEEP,60,0.0,POSITIVE_EXERCISE,7680,6780,15.0,ADULT,13740,28200,52,46,0.0,0.0,2093.0,107.0,1986.0,2093.0,2093.0,4611.0,1250.0,3433.0,3433.0,107.0,1357.0,7760.0,1302.0,4448.0,51610.0,29040.0,True,False,False,9.0,0.0,17.218,11.991,5.64895,3.93406,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,225.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-06,1.0,7.833333333333333,1.8833333333333333,2.1333333333333333,3.816666666666667,0.016666666666666666,24.04255319148936,27.23404255319149,48.723404255319146,0.2127659574468085,Thursday,0,3,67
2024-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,23.0,POSITIVE_LONG_AND_DEEP,60,0.0,POSITIVE_EXERCISE,7680,6780,15.0,ADULT,13740,28200,52,46,0.0,0.0,2093.0,107.0,1986.0,2093.0,2093.0,4611.0,1250.0,3433.0,3433.0,107.0,1357.0,7760.0,1302.0,4448.0,51610.0,29040.0,True,False,False,9.0,0.0,17.218,11.991,5.64895,3.93406,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,225.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-06,1.0,7.833333333333333,1.8833333333333333,2.1333333333333333,3.816666666666667,0.016666666666666666,24.04255319148936,27.23404255319149,48.723404255319146,0.2127659574468085,Thursday,0,3,67
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,22.0,POSITIVE_CONTINUOUS,720,1.0,NONE,5460,3600,15.0,ADULT,16080,25140,52,46,0.0,0.0,2230.0,244.0,1986.0,2230.0,2230.0,10577.0,1250.0,7855.0,7855.0,244.0,1494.0,7450.0,1900.0,8997.0,46043.0,29460.0,True,False,False,48.0,0.0,13.316,10.332,4.36877,3.38976,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,262.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-06,2.0,6.983333333333333,1.0,1.5166666666666666,4.466666666666667,0.2,14.319809069212411,21.71837708830549,63.961813842482094,2.863961813842482,Friday,0,3,68
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,22.0,POSITIVE_CONTINUOUS,720,1.0,NONE,5460,3600,15.0,ADULT,16080,25140,52,46,0.0,0.0,2230.0,244.0,1986.0,2230.0,2230.0,10577.0,1250.0,7855.0,7855.0,244.0,1494.0,7450.0,1900.0,8997.0,46043.0,29460.0,True,False,False,48.0,0.0,13.316,10.332,4.36877,3.38976,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,262.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-06,2.0,6.983333333333333,1.0,1.5166666666666666,4.466666666666667,0.2,14.319809069212411,21.71837708830549,63.961813842482094,2.863961813842482,Friday,0,3,68
2024-03-09,4023.360107421875,1291.883056640625,1291.883056640625,965.0,0.0,0.0,3.114000082015991,2.743000030517578,233.0,30.0,164.0,180.0,3288.0,3.4000000953674316,0.0,None,2.0,356.0,LACTATE_THRESHOLD,98.21246337890625,335.9079895019531,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,225.0,0.0,0.0,0.0,treadmill_running,30.0,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,780,1.0,NEGATIVE_HIGHLY_STRESSFUL_DAY,9960,5520,15.0,ADULT,20220,35700,52,46,0.0,0.0,2565.0,579.0,1986.0,2565.0,2565.0,15979.0,1250.0,12267.0,12267.0,579.0,1829.0,7770.0,3105.0,10657.0,42518.0,30120.0,True,True,False,92.0,0.0,13.44,13.436,4.40945,4.40814,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,12.0,30.0,0.0,21.0,10.0,07,True,Running,2024-03-09,2024-03-09,0.0,9.916666666666666,1.5333333333333334,2.7666666666666666,5.616666666666666,0.21666666666666667,15.46218487394958,27.899159663865547,56.63865546218487,2.1848739495798317,Saturday,1,3,69
2024-03-09,4023.360107421875,1291.883056640625,1291.883056640625,965.0,0.0,0.0,3.114000082015991,2.743000030517578,233.0,30.0,164.0,180.0,3288.0,3.4000000953674316,0.0,None,2.0,356.0,LACTATE_THRESHOLD,98.21246337890625,335.9079895019531,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,225.0,0.0,0.0,0.0,treadmill_running,30.0,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,780,1.0,NEGATIVE_HIGHLY_STRESSFUL_DAY,9960,5520,15.0,ADULT,20220,35700,52,46,0.0,0.0,2565.0,579.0,1986.0,2565.0,2565.0,15979.0,1250.0,12267.0,12267.0,579.0,1829.0,7770.0,3105.0,10657.0,42518.0,30120.0,True,True,False,92.0,0.0,13.44,13.436,4.40945,4.40814,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,12.0,30.0,0.0,21.0,10.0,07,True,Running,2024-03-09,2024-03-09,0.0,9.916666666666666,1.5333333333333334,2.7666666666666666,5.616666666666666,0.21666666666666667,15.46218487394958,27.899159663865547,56.63865546218487,2.1848739495798317,Saturday,1,3,69
2024-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,23.0,POSITIVE_LONG_AND_DEEP,1260,2.0,NONE,9900,6180,15.0,ADULT,16500,32580,52,46,0.0,0.0,2152.0,166.0,1986.0,2152.0,2152.0,7248.0,1250.0,5375.0,5375.0,166.0,1416.0,9420.0,930.0,8025.0,40005.0,37440.0,True,False,False,39.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,-14.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,1.0,9.05,1.7166666666666666,2.75,4.583333333333333,0.35,18.96869244935543,30.386740331491712,50.64456721915286,3.867403314917127,Sunday,1,3,70
2024-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,23.0,POSITIVE_LONG_AND_DEEP,1260,2.0,NONE,9900,6180,15.0,ADULT,16500,32580,52,46,0.0,0.0,2152.0,166.0,1986.0,2152.0,2152.0,7248.0,1250.0,5375.0,5375.0,166.0,1416.0,9420.0,930.0,8025.0,40005.0,37440.0,True,False,False,39.0,0.0,0.0,0.0,0.0,0.0,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,-14.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,1.0,9.05,1.7166666666666666,2.75,4.583333333333333,0.35,18.96869244935543,30.386740331491712,50.64456721915286,3.867403314917127,Sunday,1,3,70
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,20.0,POSITIVE_LONG_AND_REFRESHING,780,1.0,NONE,7380,4500,15.0,ADULT,20520,32400,52,46,0.0,0.0,2202.0,216.0,1986.0,2202.0,2202.0,9220.0,1250.0,6873.0,6873.0,216.0,1466.0,9210.0,822.0,7257.0,45501.0,32820.0,True,False,False,48.0,0.0,17.583,19.813,5.7687,6.50033,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,-3.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,2.0,9.0,1.25,2.05,5.7,0.21666666666666667,13.88888888888889,22.77777777777778,63.33333333333333,2.4074074074074074,Monday,0,3,71
2024-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,20.0,POSITIVE_LONG_AND_REFRESHING,780,1.0,NONE,7380,4500,15.0,ADULT,20520,32400,52,46,0.0,0.0,2202.0,216.0,1986.0,2202.0,2202.0,9220.0,1250.0,6873.0,6873.0,216.0,1466.0,9210.0,822.0,7257.0,45501.0,32820.0,True,False,False,48.0,0.0,17.583,19.813,5.7687,6.50033,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,-3.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,2.0,9.0,1.25,2.05,5.7,0.21666666666666667,13.88888888888889,22.77777777777778,63.33333333333333,2.4074074074074074,Monday,0,3,71
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,24.0,POSITIVE_LONG_AND_REFRESHING,600,1.0,NONE,8760,5520,15.0,ADULT,20400,34680,52,46,0.0,0.0,2136.0,150.0,1986.0,2136.0,2136.0,6531.0,1250.0,4843.0,4843.0,150.0,1400.0,9220.0,1063.0,4918.0,45079.0,35340.0,True,False,False,35.0,0.0,9.144,4.588,3.0,1.50525,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,14.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,3.0,9.633333333333333,1.5333333333333334,2.433333333333333,5.666666666666667,0.16666666666666666,15.916955017301039,25.259515570934255,58.82352941176471,1.7301038062283738,Tuesday,0,3,72
2024-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,24.0,POSITIVE_LONG_AND_REFRESHING,600,1.0,NONE,8760,5520,15.0,ADULT,20400,34680,52,46,0.0,0.0,2136.0,150.0,1986.0,2136.0,2136.0,6531.0,1250.0,4843.0,4843.0,150.0,1400.0,9220.0,1063.0,4918.0,45079.0,35340.0,True,False,False,35.0,0.0,9.144,4.588,3.0,1.50525,150.0,10.0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,14.0,0.0,0.0,21.0,10.0,0,False,No Activity,,2024-03-09,3.0,9.633333333333333,1.5333333333333334,2.433333333333333,5.666666666666667,0.16666666666666666,15.916955017301039,25.259515570934255,58.82352941176471,1.7301038062283738,Tuesday,0,3,72
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,21.0,POSITIVE_LONG_AND_DEEP,780,1.0,NONE,4140,6360,15.0,ADULT,18780,29280,19,13,0.0,0.0,2228.0,325.0,1903.0,2228.0,2228.0,7451.0,1250.0,5532.0,5532.0,325.0,1575.0,8960.0,472.0,5939.0,43149.0,33240.0,True,False,False,35.0,0.0,7.163,26.952,2.35007,8.84252,150.0,10.0,67,124,71,71,36,90,9600,8700,2760,540,21600,4380,4140,1080,44.44,40.28,12.78,2.5,20.28,19.17,5.0,UNKNOWN,21060,0,67,124,19,13,40,21,40,43,270.0,0.0,16.0,21.0,12.0,0,False,No Activity,,2024-03-09,4.0,8.133333333333333,1.7666666666666666,1.15,5.216666666666667,0.21666666666666667,21.721311475409834,14.139344262295081,64.13934426229508,2.663934426229508,Wednesday,0,3,73
2024-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,None,0.0,0.0,None,0.0,0.0,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,walking,21.0,POSITIVE_LONG_AND_DEEP,780,1.0,NONE,4140,6360,15.0,ADULT,18780,29280,19,13,0.0,0.0,2228.0,325.0,1903.0,2228.0,2228.0,7451.0,1250.0,5532.0,5532.0,325.0,1575.0,8960.0,472.0,5939.0,43149.0,33240.0,True,False,False,35.0,0.0,7.163,26.952,2.35007,8.84252,150.0,10.0,67,124,71,71,36,90,9600,8700,2760,540,21600,4380,4140,1080,44.44,40.28,12.78,2.5,20.28,19.17,5.0,UNKNOWN,21060,0,67,124,19,13,40,21,40,43,270.0,0.0,16.0,21.0,12.0,0,False,No Activity,,2024-03-09,4.0,8.133333333333333,1.7666666666666666,1.15,5.216666666666667,0.21666666666666667,21.721311475409834,14.139344262295081,64.13934426229508,2.663934426229508,Wednesday,0,3,73
2024-03-14,5019.64013671875,2170.9150390625,2170.9150390625,2164.4719848632812,54.00999999977648,44.730000019073486,2.312000036239624,2.6500000953674316,376.0,50.0,162.0,176.0,6398.0,3.700000047683716,0.0,Spring Hill,4.0,588.0,LACTATE_THRESHOLD,127.89898681640625,83.5790023803711,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,186.0,38.0,186.0,0.0,0.0,0.0,running,11.0,POSITIVE_HIGHLY_RECOVERING,900,1.0,POSITIVE_STRESSFUL_DAY,10800,4860,15.0,ADULT,16860,32520,60,30,0.0,0.0,2470.0,484.0,1986.0,2470.0,2470.0,11259.0,1250.0,8618.0,8618.0,484.0,1734.0,5270.0,3009.0,4943.0,48028.0,30420.0,True,True,False,11.0,37.0,76.246,72.042,25.01509,23.63583,150.0,10.0,60,176,63,67,13,79,2220,35640,3780,300,41940,1560,600,60,5.29,84.98,9.01,0.72,3.72,1.43,0.14,UNKNOWN,16740,24900,61,173,60,30,100,40,70,78,256.0,50.0,14.0,19.0,12.0,10,True,Running,2024-03-14,2024-03-14,0.0,9.033333333333333,1.35,3.0,4.683333333333334,0.25,14.944649446494465,33.210332103321036,51.8450184501845,2.7675276752767526,Thursday,0,3,74
2024-03-14,5019.64013671875,2170.9150390625,2170.9150390625,2164.4719848632812,54.00999999977648,44.730000019073486,2.312000036239624,2.6500000953674316,376.0,50.0,162.0,176.0,6398.0,3.700000047683716,0.0,Spring Hill,4.0,588.0,LACTATE_THRESHOLD,127.89898681640625,83.5790023803711,IMPROVING_LACTATE_THRESHOLD_12,NO_ANAEROBIC_BENEFIT_0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,186.0,38.0,186.0,0.0,0.0,0.0,running,11.0,POSITIVE_HIGHLY_RECOVERING,900,1.0,POSITIVE_STRESSFUL_DAY,10800,4860,15.0,ADULT,16860,32520,60,30,0.0,0.0,2470.0,484.0,1986.0,2470.0,2470.0,11259.0,1250.0,8618.0,8618.0,484.0,1734.0,5270.0,3009.0,4943.0,48028.0,30420.0,True,True,False,11.0,37.0,76.246,72.042,25.01509,23.63583,150.0,10.0,60,176,63,67,13,79,2220,35640,3780,300,41940,1560,600,60,5.29,84.98,9.01,0.72,3.72,1.43,0.14,UNKNOWN,16740,24900,61,173,60,30,100,40,70,78,256.0,50.0,14.0,19.0,12.0,10,True,Running,2024-03-14,2024-03-14,0.0,9.033333333333333,1.35,3.0,4.683333333333334,0.25,14.944649446494465,33.210332103321036,51.8450184501845,2.7675276752767526,Thursday,0,3,74
