Date,totalSteps,restingHeartRate,sleepTimeSeconds,awakeSleepSeconds,avgSleepStress,cluster
2025-06-21,13486.0,72,30960,1080,21.0,1
2025-06-21,13486.0,72,30960,1080,21.0,1
2025-06-22,13431.0,71,31860,240,23.0,1
2025-06-22,13431.0,71,31860,240,23.0,1
2025-06-23,2588.0,72,24540,480,39.0,0
2025-06-23,2588.0,72,24540,480,39.0,0
2025-06-24,4263.0,72,31500,0,18.0,1
2025-06-24,4263.0,72,31500,0,18.0,1
2025-06-25,2265.0,78,24900,1800,39.0,0
2025-06-25,2265.0,78,24900,1800,39.0,0
2025-06-26,2713.0,80,27120,780,29.0,0
2025-06-26,2713.0,80,27120,780,29.0,0
2025-06-27,8275.0,78,28320,0,28.0,0
2025-06-27,8275.0,78,28320,0,28.0,0
2025-06-28,3533.0,79,37020,60,38.0,0
2025-06-28,3533.0,79,37020,60,38.0,0
2025-06-29,3394.0,70,32940,540,14.0,1
2025-06-29,3394.0,70,32940,540,14.0,1
2025-06-30,1587.0,71,28320,360,24.0,1
2025-06-30,1587.0,71,28320,360,24.0,1
2025-07-01,2012.0,72,30180,480,22.0,1
2025-07-01,2012.0,72,30180,480,22.0,1
2025-07-02,2796.0,71,32520,0,23.0,1
2025-07-02,2796.0,71,32520,0,23.0,1
2025-07-03,8262.0,74,23640,60,23.0,0
2025-07-03,8262.0,74,23640,60,23.0,0
2025-07-04,5772.0,77,36540,420,27.0,1
2025-07-04,5772.0,77,36540,420,27.0,1
2025-07-05,6975.0,77,34200,60,25.0,1
2025-07-05,6975.0,77,34200,60,25.0,1
2025-07-06,8371.0,69,33780,900,30.0,1
2025-07-06,8371.0,69,33780,900,30.0,1
2025-07-07,2355.0,69,27180,420,18.0,1
2025-07-07,2355.0,69,27180,420,18.0,1
2025-07-08,2845.0,67,28560,60,21.0,1
2025-07-08,2845.0,67,28560,60,21.0,1
2025-07-09,1734.0,70,32760,420,25.0,1
2025-07-09,1734.0,70,32760,420,25.0,1
2025-07-10,2375.0,76,26280,780,41.0,0
2025-07-10,2375.0,76,26280,780,41.0,0
2025-07-11,2629.0,70,34740,180,23.0,1
2025-07-11,2629.0,70,34740,180,23.0,1
2025-07-12,4189.0,74,34860,120,41.0,0
2025-07-12,4189.0,74,34860,120,41.0,0
2025-07-13,8146.0,69,29611,300,22.0,1
2025-07-13,8146.0,69,29611,300,22.0,1
2025-07-14,2919.0,74,27900,300,33.0,0
2025-07-14,2919.0,74,27900,300,33.0,0
2025-07-15,4208.0,67,28560,1260,19.0,1
2025-07-15,4208.0,67,28560,1260,19.0,1
2025-07-16,4460.0,71,27540,720,19.0,1
2025-07-16,4460.0,71,27540,720,19.0,1
2025-07-17,2861.0,66,32340,600,18.0,1
2025-07-17,2861.0,66,32340,600,18.0,1
2025-07-18,3633.0,74,29760,960,27.0,1
2025-07-18,3633.0,74,29760,960,27.0,1
2025-07-19,3382.0,74,27060,60,29.0,0
2025-07-19,3382.0,74,27060,60,29.0,0
2025-07-20,1766.0,75,28920,4260,31.0,0
2025-07-20,1766.0,75,28920,4260,31.0,0
2025-07-21,4050.0,71,28860,0,23.0,1
2025-07-21,4050.0,71,28860,0,23.0,1
2025-07-22,3153.0,71,27900,180,23.0,1
2025-07-22,3153.0,71,27900,180,23.0,1
2025-07-23,2686.0,75,25800,60,30.0,0
2025-07-23,2686.0,75,25800,60,30.0,0
2025-07-24,2570.0,76,30780,1140,34.0,0
2025-07-24,2570.0,76,30780,1140,34.0,0
2025-07-25,2229.0,75,30720,2580,23.0,0
2025-07-25,2229.0,75,30720,2580,23.0,0
2025-07-26,8553.0,74,31380,780,23.0,1
2025-07-26,8553.0,74,31380,780,23.0,1
2025-07-27,1887.0,70,34380,480,21.0,1
2025-07-27,1887.0,70,34380,480,21.0,1
2025-07-28,1941.0,76,31320,240,23.0,1
2025-07-28,1941.0,76,31320,240,23.0,1
2025-07-29,0.0,72,30240,900,25.0,1
2025-07-29,0.0,72,30240,900,25.0,1
2025-07-30,3118.0,75,29700,1140,25.0,0
2025-07-30,3118.0,75,29700,1140,25.0,0
2025-07-31,2558.0,78,29660,660,43.0,0
2025-07-31,2558.0,78,29660,660,43.0,0
2025-08-01,3976.0,77,33000,3900,31.0,0
2025-08-01,3976.0,77,33000,3900,31.0,0
2025-08-02,3191.0,66,28815,0,17.0,1
2025-08-02,3191.0,66,28815,0,17.0,1
2025-08-03,2938.0,69,31680,120,21.0,1
2025-08-03,2938.0,69,31680,120,21.0,1
2025-08-04,33.0,74,26160,2100,26.0,0
2025-08-04,33.0,74,26160,2100,26.0,0
2025-08-05,0.0,72,29940,0,24.0,1
2025-08-06,0.0,72,29940,0,24.0,1
